Sentence,Translated Sentence,dialog_acts
結構笑えます。,I can laugh quite a bit.,"('sd',)"
コメント依頼から来ました。,I'm here for a comment request.,"('sd',)"
(フィクション関連)などが参考になると思います。,I think that (fiction related) etc. will be helpful.,"('sv',)"
サブカルチャーという意味では映画も楽曲も同程度と考えられます。,"In the sense of subculture, movies and songs are considered to be on the same level.","('sv',)"
その楽曲にしても立項されていないまでも複数存在するとなれば、平等な曖昧さ回避とすべきなのかという感じがします。,"Even if it is not specified in the song, if there are multiple songs, I feel that it should be treated equally to avoid ambiguity.","('sv',)"
よくよく観察してみると、この記事では現段階で少なくとも以下の6種類出典が使われています。,"Upon closer inspection, this article currently uses at least the following six types of sources:","('sd',)"
よって単一の出典テンプレートの使用は不適切です。,So using a single citation template is inappropriate.,"('qy^d',)"
除去します。,Remove.,()
とっととさんコメントありがとうございます。,Thank you for your comment.,"('fc',)"
122.29.73.227さんは対話拒否ブロックですからノートでの発言は問題ないはずですし、一週間反論がなければ編集の正統性が成り立ちます。,"Mr. 122.29.73.227 is in the dialogue refusal block, so there should be no problem with his comments in the notebook, and if there are no objections for a week, the editorial legitimacy will be established.","('sv',)"
ペンシルバニア州立大学のMannに対する第2段階の調査報告が2010年7月1日に出ました。,"A Phase 2 investigative report against Mann from Pennsylvania State University was released on July 1, 2010.","('sd',)"
。,.,"('x',)"
の加筆]で本編中の台詞のやりとりが記載されています。,The exchange of dialogue in the main story is described in [Addition].,"('sd',)"
これは引用の範囲をちょっと超えているように思うんですが確信するに至りません。,"I think this is a bit beyond the scope of the quote, but I'm not sure.","('sv',)"
ご意見をお待ちしています。,We would love to hear from you.,"('fc',)"
人で、迷っていても詮無いことなので、少し提案をして、ご意見をいただきたいと思います。,"I'm a human being, so it's okay to be lost, so I'd like to make a few suggestions and get your opinions.","('sd',)"
下の通り、プロジェクトに関する部分をそれぞれ該当の記事に分割することを提案します。,"I suggest splitting the parts about the project into their respective articles, as follows:","('ad',)"
への変更を提案します。,Suggest a change to,"('+',)"
実際に虐殺が行われた事実はありますが、たいていの戦争で悲しいかな、それは起こっています。,"The fact is that massacres did take place, but sadly in most wars it happens.","('sv',)"
主に第2期のロケーションにおいて、編集した者です。,"Mainly in the location of the 2nd term, I'm the one who edited it.","('sd',)"
確かに、公式での出典元不明における記述であった事は深くお詫びします。,"Certainly, I deeply apologize for the fact that the official source was unknown.","('sd',)"
また、参照記述として、コメントアウト扱いにも感謝致します。,"Also, as a reference description, thank you for commenting out.","('ft',)"
コメント・アウトは、記事にあとで組み込むことを考えているような内容を、一旦伏せるために使用します。,Commenting out is used to hide content that you might want to include later in the article.,()
使う必要がないものや、書き換えてしまった部分は消えてしまいます。,Things that you don't need to use and parts that have been rewritten will disappear.,"('sd',)"
また根拠ですか…、豆腐を生業としている者なら、太陽が東から昇るのと同じぐらいに当たり前のことなのですが。,"Again, if you're making tofu for a living, it's as natural as the sun rising in the east.","('sd',)"
また、前記の通り消泡剤は使わなくてもまともな豆腐は作れます。,"Also, as mentioned above, decent tofu can be made without using an antifoaming agent.","('sd',)"
節を切らせていただきました（上の件とは別件のようなので）。,I cut off the clause (because it seems to be a different matter from the above).,"('sv',)"
ふんわりさんのおっしゃって件の詳細はノート:ニホンザルに書いてあるようです。,It seems that the details of what Mr. Funwari said are written in the notebook: Japanese Monkey.,"('sv',)"
「日本の高速道路における渋滞の多発地点」という節が設けられていますが、これを除去したいと考えております。,"There is a section titled ``Highly congested spots on Japanese expressways'', but we would like to remove it.","('sd',)"
理由は以下の通りです。,The reason is as follows.,"('sd',)"
(リビア)にリンクされている記事が100以上あるようです。,There seem to be over 100 articles linked to (Libya).,"('sd',)"
以下のようなWikipedia:Bot作業依頼への提出を提案します。,Suggest a submission to Wikipedia:Bot work request like this:,"('sd',)"
非常に不十分ですが、しばらく書きません。,"Very inadequate, but I won't write for a while.",()
また、文明論には、かなり偏りが残っています。,"In addition, the theory of civilization is still quite biased.","('sv',)"
だれか、書いてくださるとありがたいのですが。,I would appreciate it if someone could write to me.,()
「醤油と日本料理」の欄は、短いですが大言壮語の感がします。,"The column ""Soy sauce and Japanese cuisine"" is short, but it feels like an exaggeration.","('sd',)"
いかがでしょうか。,What do you think.,"('qo',)"
情報量が多すぎて伝えたいことが全く分からない状態でしたので、改めて大規模な添削を行いました。,"The amount of information was too much and I had no idea what I wanted to convey, so I made a large-scale correction again.","('sd',)"
前回同様英語版を参考にしつつ、出来る限り元の文章を活かしています。,"While referring to the English version as in the previous article, I have used the original text as much as possible.","('sd',)"
お返事いたします。,We will get back to you.,"('fc',)"
:Wikipedia:記事名の付け方を読み直してください。,:Wikipedia:Re-read article naming conventions.,"('sd',)"
英語版に従わねばならないというルールなどありません。,There is no rule that you have to follow the English version.,"('sd',)"
歴史的背景とか今は完全に消されちゃってますが、触れたうえで他の記事に誘導することは問題ないってことで大丈夫でしょうか。,"The historical background has been completely erased now, but is it okay to refer to other articles after touching it?","('qy',)"
また完全に消されることはないということで、加筆整理したいと思います。,"In addition, I would like to add and organize it because it will not be completely erased.","('sd',)"
ご意見有難うございます。,Thank you for your feedback.,"('fc',)"
ご意見を読むのが遅れてすいませんでした。,Sorry for the delay in reading your comment.,"('fa',)"
研究者や歴史学者の人物先リンクを付けておきました。,I have attached links to researchers and historians.,"('sd',)"
こんにちは。,Hello.,"('fp',)"
ご指摘の文を書いた者ではないのですが、気になりましたのでコメントさせていただきます。,"I am not the person who wrote the sentence you pointed out, but I am interested in it, so I will comment.","('sd',)"
wikipedia編集者がいろんな記事を編集するのはふつうでしょう。,It is common for Wikipedia editors to edit many articles.,"('sd',)"
Takuramanさんは、粘着行為だの迷惑だのいう前に議論に参加しましょう。,"Mr. Takuraman, let's join the discussion before calling it sticky or annoying.",()
（コメント）使用が確認されるのは書籍「すっきりわかる「靖国神社」問題」と御嶽神社と岡山英雄の三者だけでしょうか。,"(Comment) Is it only the book ""Clearly Understanding the Yasukuni Shrine Problem"" and Mitake Shrine and Hideo Okayama that have been confirmed to be used?","('qy',)"
この3つだけで特筆性がある、成長の見込みがあるといえるとは思えないのですが。,I don't think it's possible to say that these three alone are noteworthy and have potential for growth.,"('sv',)"
こんばんわ。,good evening.,"('fc',)"
わざわざノートページにまでメッセージしてくださり痛み入ります。,It hurts me to message you all the way to the notebook page.,"('sd',)"
英語版です。,English version.,"('sd',)"
(漫画家)」から「チャールズ・アダムス」へ改名することを提案します。,(cartoonist)” to “Charles Adams”.,"('+',)"
出典を付けました通り、本来彼の名字が「アダムズ」であることは認めます。,"I admit that his surname was originally ""Adams"" as I have attached the source.","('sd',)"
上記リョリョさんの提案に異論ありません。,I have no objection to Mr. Ryoryo's proposal above.,"('sd',)"
こちらも「後の」で宜しいかと思います。,"I think ""later"" is also fine here.",()
コメントくださった皆さまありがとうございます。,Thank you to everyone who commented.,"('ft',)"
一部転記を実施しました。,I made some transcriptions.,"('sd',)"
ウィキペディアは中立的な観点に基づきます。,Wikipedia is based on a neutral point of view.,"('sv',)"
これは、どの観点に基づく主張もしないような項目を書くように努力することを意味します。,This means striving to write articles that do not claim any point of view.,"('sv',)"
時には、複数の観点を記述する必要もあるでしょう。,Sometimes you may need to describe multiple points of view.,"('sv',)"
（コメント）広範な世論が死刑制度の推進しているといわれますが、これは日本における死刑にも書いていることであり、あらためて記述する必要はないです。,"(Comment) It is said that widespread public opinion is promoting the death penalty system, but this is also written in the death penalty in Japan, so there is no need to describe it again.","('sd',)"
それに厳罰化にも世論についても記述されています。,It also mentions harsher penalties and public opinion.,"('sd',)"
お二方ともコメントありがとうございます。,Thank you both for your comments.,"('fc',)"
学術的な「近現代における評価」節が必要なのは皆様の仰るとおりだと思います。,"I think you're right about the need for an academic ""modern and contemporary evaluation"" section.","('aa',)"
この項目を、アタナシオスに移動してはどうかと思いますが、いかがでしょうか。,How about moving this item to Athanasios?,()
アタナシオスといえばまずこの方なので、曖昧さ回避のかっこは必要ない。,"Athanasius is first and foremost, so there is no need for disambiguation parentheses.","('sd',)"
はじめまして。,nice to meet you.,"('fc',)"
記事名ですが「39」は最後ではなく「ケネディ宇宙センター」の後に持ってきた方がいいと思います。,"Regarding the article name, I think that ""39"" should be placed after ""Kennedy Space Center"" rather than at the end.","('sv',)"
明らかな誤訳です。,This is an obvious mistranslation.,"('sv',)"
英文法に則らず、単語をつなげて雰囲気で訳すだけの行為はおやめください。,Please do not follow the English grammar and just connect words and translate based on the atmosphere.,"('^q',)"
出典を明記しなかったからこそ何も本文を編集してないのです。,I didn't edit the text because I didn't specify the source.,"('sd',)"
出典は見つけていません、そもそも探してもいなかったので放置していたのです。,"I haven't found the source, and I didn't even look for it in the first place, so I left it alone.","('sd',)"
そんな時間もありませんでした。,I didn't have time for that.,"('sd',)"
リョリョです。,It's ryoryo.,"('sd',)"
私の方からも、とりあえず上記の私の意見をまとめる形で発言いたします。,"For the time being, I will make a statement in the form of summarizing my opinion above.","('sd',)"
了解しました。,I got it.,()
私は気になり出しましたので、いくつか文献をあたって見たいと思います。,"I've started to worry about it, so I'd like to check out some literature.","('sd',)"
2桁くらいの文献を確認した時点で、いったん中間報告でもします。,"Once I have confirmed about two digits of literature, I will make an interim report.","('sd',)"
ずっと、内容過剰張られていますたが、長期間そのまま放置ですね。,"The content has been excessive for a long time, but it is left as it is for a long time.",()
文書化するのであればソースは残っていますから、あなたが文書化するなり整理するなりしてから再掲ください。,"If you want to document it, the source is still there, so please post it again after you document it or clean it up.",()
今から運行系統の駅情報テンプレートに張り替えようと思います。,"From now on, I'm going to replace it with the station information template for the service system.","('sd',)"
本日より正式名称の駅情報テンプレートに張替えは禁止にします。,"From today onwards, it is prohibited to replace the station information template with the official name of the station information template.","('sd',)"
ヒートアップしてしまい、編集合戦を引き起こしてしまったことをお詫びいたします。,I apologize for heating up and causing an edit war.,"('fa',)"
経緯としては、User:編集者ゆむさんの一回目の改訂は、WP:SWに反する除去だったので、私が差し戻しました。,"As for the background, User: Editor Yumu's first revision was a removal that violated WP:SW, so I sent it back.","('sd',)"
このページは過去に特定版削除されています。,This page has been deleted in the past.,"('sd',)"
削除に関する議論は「Wikipedia:削除依頼」、「Wikipedia:削除依頼/利用者:Euler関係」をご覧ください。,See Wikipedia:Deletion Requests and Wikipedia:Deletion Requests/Users:Euler Relations for discussion of deletion.,"('sd',)"
載せる根拠はないとしていますが、載せない根拠もないでしょう。,"I don't think there's a reason to post it, but there's also no reason not to post it.","('sv',)"
旦インデントを戻す形で。,In the form of returning the indent.,"('^2',)"
本作の反響について記述する分には問題は無いでしょう。,There will be no problem in describing the reaction of this work.,"('sv',)"
『アニメ版のサブタイトルは記載すべき』これは、大前提として有るでしょう。,"""The subtitle of the anime version should be listed"" This is a major premise.",()
そして、『英語が分からないから、日本語での説明が欲しい』というのは、当たり前のことだと思いますが。,"And I think it's only natural to say, ""I don't understand English, so I want an explanation in Japanese.""","('sv',)"
川村氏は香港で修業期間黄淳樑の門下であったと書き込む方がおられますが事実無根ですよ。,"Some people write that Mr. Kawamura was a disciple of Huang Chun-soo during his training period in Hong Kong, but that is not true.","('sd',)"
また香港政府は詠春拳の個人の教師資格を認可したりはしていません。,The Hong Kong government does not approve individual Wing Chun teacher qualifications.,"('sd',)"
これも事実無根です。,This is also groundless.,"('sv',)"
正五角形の面積、内接円、外接円の半径が間違っていると思います。,"I think the area of ​​the regular pentagon, the radius of the inscribed circle, and the radius of the circumscribed circle are wrong.",()
中心角の半分の36°で計算していますが、正しくは内角の半分の54°で計算すべきだと思います。,"It is calculated at 36°, which is half the central angle, but I think it should be calculated at 54°, which is half the internal angle.","('sd',)"
了解しました。,I got it.,()
環境音楽と「ニューエイジミュージック」は必ずしも同義語ではないように思います。,"I don't think ambient music and ""new age music"" are necessarily synonymous.","('sv',)"
問題は台詞の長短ではないのです。,The problem is not the length of the lines.,"('sv',)"
たった一言でありながら削除されたこともありますし、長めの台詞がそのまま掲載されている例もあります。,"In some cases, even though it was just one sentence, it was deleted.","('sd',)"
要は「適切に引用されているか」ではないかと。,"I think the point is, ""Is it properly quoted?""",()
(追記)たぶん、本場アメリカにおいても、正式名称って決まってないんじゃないかな。,"(Postscript) Probably, even in the United States, the official name has not been decided.",()
Wikipediaを見てもgoogle検索しても、明確に正式名称はこれっていう記述は見つけられませんでした。,"Even if I look at Wikipedia or search google, I couldn't find a clear description of the official name.","('sd',)"
検証可能な方の出典。,A verifiable source.,"('^2',)"
「抑肝散の応用」を読みましたが、抑肝散で二重盲検（プラシボとの比較検証）を行ったという記述がどこにあるのか教えてもらえませんか。,"I read ""Applied Yokukansan"", but could you please tell me where is the description that a double-blind study (comparative verification with a placebo) was conducted with Yokukansan?","('qy',)"
分割に反対です。,Oppose division.,"('sv',)"
独立した記事の作成には反対しませんが現在この記事に含まれている内容をその項目ごと削除することに反対します。,"I have no objection to the creation of a separate article, but I do object to the deletion of the current content of this article, in its entirety.","('sd',)"
◆報告します。,◆I will report.,"('^q', 't3')"
社会主義と資本主義』が収録されていると知り、閲読いたしました。,"I learned that ""Socialism and Capitalism"" was recorded and read it.","('sd',)"
ただ「珍しい」だけでは単独記事っていうのはどうかと。,"However, how about a single article just because it is ""rare""?","('qo',)"
「ライダー」のようなシリーズものは、マンネリ化を防ぐために新作ごとに新機軸を盛り込むのは必然であるといえます。,"In a series like ""Rider"", it is inevitable to incorporate new ideas into each new work in order to prevent ruts.","('sv',)"
次のことが判明しました。,It turned out that:,"('sd',)"
カードスタジアム」がKONAMIから出ていること。,"Card Stadium"" is from KONAMI.","('sd',)"
夕陽ガッツの選手が使うバンプを泥門も使っている事。,Deimon is also using the bump that Yuhi Guts players use.,"('sd',)"
カプコン公式ウェブサイト内の解説・攻略。,Explanations and walkthroughs on Capcom's official website.,"('sd',)"
ベルトスクロールACT2作の相違点：AUTOMATONによる比較記事。,Differences between Belt Scroll Act 2: A comparison article by AUTOMATON.,"('sd',)"
削除依頼があったとき若干の意見を述べたものです。,"When I received a request for deletion, I gave some opinions.","('sd',)"
削除依頼は削除しないことで決着しているのになぜですか。,Why is the deletion request decided not to delete?,"('qw',)"
情報提供ありがとうございます。,Thank you for providing information.,"('fc',)"
なるほど、各種メディアにおいて写真が広範に流布される可能性があることを理解したうえでそれに同意した方のみが、この御神輿に参加しているのですね。,"Indeed, only those who understand and agree to the possibility that the photo will be widely disseminated in various media participate in this mikoshi.","('aa',)"
ご検証ありがとうございます。,Thank you for your verification.,"('fc',)"
every.に全くご理解がないことは確認致しました。,I have confirmed that every. has no understanding at all.,"('aa',)"
双方とも落ち着いてください。,"Calm down, both of you.",()
相手の問題点を指摘するのではなく、どうすれば良い記事になるかを議論してください。,"Instead of pointing out the other person's problems, discuss how to make a good article.","('sv',)"
要出典は、脚注などで信頼できる出典を明示することでタグを外すことができます。,"Citation required can be removed by specifying a reliable source, such as a footnote.","('sd',)"
つの記事でシリーズ作品全部を扱った記事としては漫画やアニメですが課長島耕作、ハイスクール!,"As an article that deals with all the series works in one article, it is manga and animation, but Kachojima Kosaku, High School!","('sd',)"
奇面組、アフロ田中シリーズ、銀河鉄道物語などがあります。,"Odd face group, Afro Tanaka series, Galaxy Express story, etc.","('sd',)"
記載の内容が100%正しいわけでもないですので、ご自身の健康問題に関しては専門の医療機関に相談してください。,"Please consult a professional medical institution regarding your own health problems, as the information provided is not 100% correct.","('ad',)"
免責事項もお読みください。,Please read the disclaimers as well.,()
同一の記事名であった方が同一分野・類似分野の記事を探すときに見つけやすく、また認知度が高くなるについてコメントいたします。,I would like to comment on the fact that the same article name makes it easier to find articles in the same or similar fields and increases recognition.,"('sd',)"
それを可能にするのは記事名ではなくカテゴリです。,"It's the category, not the article title, that makes it possible.","('sv',)"
この項目に付けられた題名はウィキペディアの技術的制限から先頭の小文字が大文字になっています。,The title given to this article is capitalized due to technical limitations of Wikipedia.,"('sd',)"
本来の表記は「command.com」です。,"The original notation is ""command.com"".","('sd',)"
本当でしょうか。,Is it true.,"('qh',)"
いちど注釈部分を削除して解除するのに同意します。,I agree to remove and unsubscribe the annotations once and for all.,()
皆さんにご迷惑をおかけしましてあい、申し訳ありません。,We apologize for any inconvenience caused.,"('fa',)"
この資料のURLはないです。,There is no URL for this document.,"('sd',)"
個人ブログを見ると、yahoo知恵袋のアドレスがあったので消します。,"Looking at my personal blog, I found the address of Yahoo Chiebukuro, so I deleted it.","('sd',)"
その項目ごと独自研究で、感想文もしくはエッセイの域を出ていません。,Each item is an original research and does not go beyond the realm of impressions or essays.,"('sv',)"
音楽の研究をしている著名な方の書籍などからの出典がない限り、削除でもいいのではないかと思います。,"Unless there is a source from a book by a prominent person who studies music, I think it's okay to delete it.","('sv',)"
英語版を想定されているかと思いますが、誤りや誤解を生むような記述をいくつも見てきました。,"I'm assuming it's an English version, but I've seen a number of statements that are incorrect or misleading.","('sd',)"
「出典を記述する必要が無い」ではなく「出典を必要としない」という事で理解しました。,"I understood it as ""no need to cite sources"" instead of ""no need to cite sources"".",()
私の見解とは少々異なるようです。,It looks a little different than mine.,"('sd',)"
週間経過しましたが特に反対意見はなかったので分割作業を実行し、終了しました。,"A week passed, but there were no objections, so the work was divided and completed.","('sd',)"
内容もちゃんとしたものにしたかったのですが時間がなく、本当にただ分割しただけになってしまいました。,"I wanted to make the contents proper, but I didn't have time, and I really just split it up.","('sd',)"
つまり、光学顕微鏡とは「複合レンズ式拡大鏡」なのか「ステージ付拡大鏡」なのかという顕微鏡の定義をめぐる面白い意見衝突だとおもいます。,"In other words, I think it's an interesting clash of opinions over the definition of an optical microscope: whether it's a magnifying glass with a compound lens or a magnifying glass with a stage.","('sv',)"
では、「先憂後楽」と「陞官発財」、どちらが士大夫の実態であったのであろうか。,"Then, which one was the actual state of Shidaibu, 'Senyu Koraku' or 'Kankan Hatsuzai'?",()
これはどちらも士大夫の実態であり、どちらかを過剰に強調して士大夫を捉えようとすることは慎まねばならないと考えられる。,"Both of these are the realities of shidayu, and it is thought that one should be careful not to overemphasize one or the other to understand shidayu.","('aa',)"
DIR　EN　GREYは自身のヴィジュアルも表現の一部として利用しています。,DIR EN GRAY uses his own visuals as part of his expression.,"('sd',)"
今の容姿とかけ離れているし、画像を張る必要はない。,"It's a far cry from what it looks like now, so there's no need to put up a picture.","('sd',)"
返信が遅くなり申し訳ありませんでした。,Sorry for the late reply.,"('fa',)"
アニメを見ていて、ずっと「ランぺルージュ」だと思っていました。,"When I was watching the anime, I always thought it was ""Ramperouge"".","('sd',)"
検索すると、私の他にも「ランぺルージュ」という表記が少なくありません。,"If you search, there are many notation of ""Lamperouge"" other than mine.","('sd',)"
2つの地震の間隔が2カ月開いており同記事にするべきではないと考えます。,"There is a gap of two months between the two earthquakes, so I don't think they should be published in the same article.","('sv',)"
おのおの大きな被害が出ています。,Each one has suffered great damage.,()
別々にした方が見通しが良いでしょう。,It would be better to keep them separate.,"('sv',)"
1でも2でも、統一することに決めたなら、メンテナンスは必要です。,"Whether it's 1 or 2, if you decide to unify, you need maintenance.","('sv',)"
ただし、特定の人物がメンテナンスしなければならないというのはウィキペディア的ではないでしょう。,"However, it wouldn't be Wikipedia-like that a specific person should maintain it.","('sv',)"
ぜひ本文を書き直してください。,Please rewrite the text.,"('sd',)"
わたしには手に余るところです。,It's more than I can handle.,()
もとの文章があまりにひどいと思って、門外漢ながら本をひきひきなおしました。,"I thought the original text was too bad, and even though I was a novice, I read the book again.","('sd',)"
最終更新から一年ちかく経過しており、発展の早い業界特有の事情もあってすでに古い内容が多くなっています。,"It's been almost a year since the last update, and there are already a lot of outdated contents due to the circumstances peculiar to the fast-developing industry.","('sd',)"
出典として貼られている外部リンクの中にも参照できないものもあるかもしれません。,Some of the external links posted as sources may not be referenced.,"('sd',)"
福音派でもバルトの救済論や死後の回心の様に、異端視される思想もあります。,"Even among evangelicals, there are some ideas that are considered heretical, such as Barthes's theory of soterism and posthumous conversion.","('sv',)"
これを異端視する立場からすれば、これも「キリスト教だけれども異端」に含まれるかもしれません。,"From the standpoint of viewing this as a heresy, this may also be included in ""Christianity but heresy.""",()
分割するなら手順として「登場人物とARMS」。,"If you divide it, the procedure is ""characters and ARMS"".","('sd',)"
その後必要に応じて個別記事化が筋道でしょう。,"After that, it would be logical to make individual articles as necessary.","('sv',)"
よほど特定キャラについてのみ大分量である場合に限り、最初から個別記事への分割を検討しても良いと思います。,I think that it is good to consider dividing it into individual articles from the beginning only if it is a large amount only for a specific character.,"('sv',)"
失礼しました。,excuse me.,"('fa',)"
指摘されてから時間が経過していますね。,It's been a while since you pointed it out.,()
おっしゃるとおり、正しい指摘です。,"As you said, you are correct.","('aa',)"
取りあえず、氏名を載せた状態で保護をかけてノートで議論すれば問題は起きませんよ。,"For the time being, if you put your name on it and protect it and discuss it in a notebook, you won't have any problems.","('sd',)"
本当に、『実名を載せて問題無し』という流れで決しそうならば、それで問題はないはずです。,"If it really goes like this, ``There is no problem with posting your real name'', then there shouldn't be any problems.","('^q',)"
に投稿したものです。,It was posted on,"('sd',)"
陰謀論を展開するのは自由ですが公式が発行している書物に書かれているという事実がある以上説得力がありません。,"You are free to develop a conspiracy theory, but it is not persuasive as long as it is written in a book published by the official.","('sv',)"
部に過剰な書き込み、大言壮語、宣伝と考えられる記事が見られたため、テンプレートに出来るだけ沿う形で大幅に修正、整理しました。,"Since there were articles that were considered to be excessive writing, exaggerated words, and advertisements in the section, we made major corrections and organized them in accordance with the template as much as possible.","('sv',)"
歴代学長については、東邦大学の人物一覧のページへ移しました。,Past presidents have been moved to the list of people of Toho University.,"('sd',)"
K.Frankieさん、コメントありがとうございます。,"Thank you for your comment, K.Frankie.","('ft',)"
私は「帝国主義＝帝政」とは書いていません。,"I didn't write ""imperialism = monarchy"".","('sd',)"
語源を辿ればどちらも古代ローマで、全く別の概念ではない、との意味です。,"If you follow the etymology, both are from ancient Rome, meaning that they are not completely different concepts.","('sd',)"
新しく追加されたながされて藍蘭島を50音順に並べ直しました。,Rearranged the newly added Nagareto Alan Island in the order of the Japanese syllabary.,"('sd',)"
ただしこの作品はまだアニメ化されているわけではありません。,"However, this work has not been animated yet.","('sd',)"
まず、使用例ではなく事例として扱う上で問題ないと思います。,"First of all, I think that there is no problem in treating it as a case rather than a usage example.","('sv',)"
仮に不適切な使用例であったとしても、適切な使用例と同様に提示説明すること必要はあると思います。,"Even if it is an inappropriate usage example, I think it is necessary to present and explain it in the same way as an appropriate usage example.","('sv',)"
1.原則として一人1作品、かつ最長連載に限る。,"1. As a general rule, only one work per person and the longest serialization.","('sv',)"
1-2.連載中の作品がある場合は、1年、もしくは3シリーズを超えた作品に限り｢現在の主な連載作｣に記述可能。,"1-2.If there is a work in serialization, it is possible to describe it in the ""current main serialization"" only for works that have exceeded 1 year or 3 series.","('sv',)"
備考のインタビューに語っているのは誰ですか?,Who is speaking in the remarks interview?,"('qw',)"
監督ですか?,Are you a director?,"('qy',)"
調査とコメントありがとうございます。,Thank you for your research and comments.,"('fc',)"
さらに数週間待って該当の記述に関する論拠などが挙がらなければ、とりあえずその部分は除去しようと思います。,"If I wait a few more weeks and don't come up with a rationale for the statement in question, I'll remove it anyway.","('sd',)"
M2機関銃があれば別ですが）。,Unless you have the M2 machine gun).,"('sd',)"
自衛隊での制式名称の件は、「自衛隊においては「12.7mm重機関銃M2」の名称で制式採用されている。,"Regarding the formal name in the Self-Defense Forces, ""In the Self-Defense Forces, it is officially adopted under the name of '12.7mm heavy machine gun M2'.","('sd',)"
ごめんなさい。,sorry.,"('fa',)"
「要約欄で履歴継承しつつ手動でコピー移動」にすべきですね。,"It should be ""manually copy and move while inheriting history in the summary column"".","('sd',)"
少し説明を。,Please explain a little.,"('ad',)"
気になった文。,I liked the sentence.,"('sd',)"
プログラマーが多いUNIXの世界では、EmacsとVimが人気を2分し、いわゆる宗教戦争として知られる、熾烈なる戦いがある。,"In the programmer-heavy Unix world, Emacs and Vim have split in popularity, and there is a fierce battle known as the so-called Religious War.","('sd',)"
書き換えました。,I rewrote it.,"('sd',)"
ふと気付いたのですが、二陣営に分かれて争うのなら政党数が多くても二大政党制に範疇に入ってしまうのなら、北欧諸国は二大政党制になってしまいますね。,"I suddenly realized that if we split into two camps and fight, even if there are many political parties, it will fall into the category of a two-party system, then the Nordic countries will end up with a two-party system.","('sv',)"
を見させて頂きました。,I was allowed to see,"('sd',)"
と書かれてありました。,It was written.,"('sd',)"
では、所謂編集Aについて。,"Now, let's talk about the so-called Edit A.","('ad',)"
分類表の方はなるほどですね。,The classification table is much better.,"('sd',)"
これはご苦労様と言っていいでしょう。,You can say that this is hard work.,"('sv',)"
「”豆柴”という言葉が持つ問題点」（なぜ公認されないか）に触れる場がなくなってしまいます。,"There will be no place to touch on ""problems with the word 'mameshiba'"" (why it is not officially recognized).","('ng',)"
統合しないで、豆柴の項目はそういう問題を扱う項目として残してはいかがでしょうか。,Why don't you leave the Mameshiba item as an item that deals with such problems instead of merging them?,"('ad',)"
N.N.さんですよね。,You're N.N.,()
すみませんでした。,I'm sorry.,"('fa',)"
N.N.さんであることが分かれば、いろいろ考えてわかりやすくしようとして書いたのかなと考えることができたのですが、どこかの「厨房」か。,"When I found out that it was Mr. N.N., I was able to think that he had thought about various things and wrote it in an easy-to-understand manner, but is it a ""kitchen"" somewhere?","('qy',)"
(Elektrotechnik)の読みからきています。,(Elektrotechnik) reading.,"('sd',)"
キャパシタはen:Capacitorの読みからきています。,Capacitor comes from the reading of en:Capacitor.,"('sd',)"
姓名判断で「翔太」より「昇」の方がいいと診断されたようです。,"It seems that it was diagnosed that ""Noboru"" is better than ""Shota"" in the judgment of the surname.",()
これは本人から聞いた話なんでソースなどはないです。,"This is what I heard from him, so I don't have a source.","('sd',)"
それと、彼は「松岡修造のテニス塾」という番組に生徒として出演していた経歴があります。,"Also, he has a history of appearing as a student in a program called ""Shuzo Matsuoka's Tennis School"".","('sd',)"
仮項目を本項目へ移動させようとしたのですが、エラーが返ってきました。,"I tried to move the temporary item to this item, but an error was returned.","('sd',)"
他人の利用者のページは移動できないのか、そもそも利用者のページの移動は出来ないのかもしれません。,"You may not be able to move the page of another user, or you may not be able to move the page of the user in the first place.","('sd',)"
出典の記載と表記のご報告ありがとうございました。,Thank you for reporting the source and notation.,"('fc', 'ft')"
の後継でしたね。,It was the successor of,"('sd',)"
代案ありがとうございます。,Thank you for your suggestion.,"('fc',)"
スのGさんの意見に特に異論はありません。,I have no particular objection to Mr. G's opinion.,"('sd',)"
一応、土日くらいまで他の方の意見を待ってみて、統廃合を試みようと思います。,"For the time being, I'll wait until Saturday and Sunday to hear other people's opinions and try to consolidate.","('sd',)"
この記事を書いた者は鯨と牛、鴨、鰯などが同じに見えるのか。,"Does the person who wrote this article see whales, cows, ducks, sardines, etc. as the same?","('qy',)"
＞この記事を書いた者は鯨と牛、鴨、鰯などが同じに見えるのか。,">Does the person who wrote this article see whales, cows, ducks, sardines, etc. as the same?","('qy',)"
この編集ですね。,It's this edit.,"('sd',)"
こんにちは、Tanadesukaです。,"Hello, this is Tanadesuka.","('fp',)"
この問題に対しまして素晴らしいご助言を頂きました。,I got some great advice on this issue.,"('sd',)"
今のところ、自分もそれが妥当だと思ってます。,"So far, I think it's reasonable.","('sv',)"
意見がこのままなければ、実行したいと思います。,"If the opinion remains as it is, I would like to implement it.","('sd',)"
ただ、すぐには実行というわけにもいかないので、もう少し様子を見させていただきます。,"However, it is not possible to implement it immediately, so we will see the situation a little more.","('sv',)"
遅くなりましたが。,though being late.,"('+',)"
そういう意味ではまったく仰るとおりですね。,"In that sense, it's exactly what you said.",()
(一部捕獲機を含む)と断り書きをしたとはいえ、「運用国」とひとくくりにしたら誤解があったかもしれません。,"Although I made a disclaimer that (including some captured aircraft), it may have been misunderstood if I lumped it into the ""operating country"".",()
