Sentence,Translated Sentence,dialog_acts
Otra cosa sería colocarle interpretación en vivo o algo por el estilo.,Another thing would be to add live performance or something like that.,"('sv',)"
"No soy admirador de Hegel, ni sigo su obra, pero encontré estas frases suyas (fuente: La conspiración de los illuminati, de Santiago Camacho, la esfera de los libros) que quizás ayuden a comprender su filosofía.","I am not a fan of Hegel, nor do I follow his work, but I found these phrases of his (source: The Illuminati Conspiracy, by Santiago Camacho, the sphere of books) that may help to understand his philosophy.","('sd',)"
Hola He editado el apartado Discografía.,Hello I have edited the Discography section.,"('fp',)"
He separado los discos recopilatorios de los de estudio y directo.,I have separated the compilation albums from the studio and live ones.,"('sd',)"
"Antes, estaban puesto los de estudio por un lado y, por otro lado, los directos y las recopilaciones mezclados.","Before, the studio ones were on the one hand and, on the other hand, the live ones and the mixed compilations.","('sd',)"
"Según indica la nota de redirección, este artículo tuvo por título Circuito eléctrico, como creo que le corresponde.","As indicated by the redirection note, this article was titled Electrical Circuit, as I think it should be.","('sd',)"
"Basta ver en la lista de desambiguación, cómo aparece así.","It is enough to see in the disambiguation list, how it appears like this.","('sv',)"
"Si en algún momento de la historia se argumentó el cambio de Circuito eléctrico a Circuito, yo, lamentablemente, me lo perdí.","If at any time in history the change from Electrical Circuit to Circuit was argued, I, unfortunately, lost it.","('sd',)"
No fui yo quien añadió la cita de Leonardo Padura.,It was not me who added the quote from Leonardo Padura.,"('sd',)"
Me limité a verificarla y a wikificarla.,I limited myself to verifying and wikifying it.,"('sd',)"
De esa labor surgió la restauración de la redacción anterior a la que me limité a añadir la cita literal entrecomillada.,From this work arose the restoration of the previous wording to which I limited myself to adding the literal quote between quotation marks.,"('sd',)"
"No tiene sentido el contenido de la entradilla, pues cuenta anécdotas y datos sobre su familia y su infancia, y todo eso debería ir incluido en el siguiente epígrafe, que es el de biografía.","The content of the lead does not make sense, since it tells anecdotes and information about his family and his childhood, and all of this should be included in the next section, which is biography.","('sv',)"
"Además, que repite contenido: como cuando habla 2 veces en esta entradilla de The Lucy-Desi Comedy Hour.","Also, that he repeats content: like when he speaks 2 times in this lead of The Lucy-Desi Comedy Hour.","('sd',)"
"Cuando me refería al asunto de los beliceños era porque los periódicos así lo decían (y dicen), incluso el calificativo hacia su primer ministro (y no especulación) fueron bastante explícitos al momento de redactar.","When I referred to the matter of the Belizeans it was because the newspapers said so (and say), even the qualifier for their prime minister (and not speculation) were quite explicit at the time of writing.","('sd',)"
"Por otro lado, he hablado con cubanos y ellos no les gusta ser considerados centroamericanos (aunque algunos geógrafos consideran a las islas caribeñas como parte de Centroamérica).","On the other hand, I have spoken with Cubans and they do not like to be considered Central American (although some geographers consider the Caribbean islands part of Central America).","('sd',)"
Actual version T3.5 - T3.6 Beta (?),Current version T3.5 - T3.6 Beta (?),"('qy',)"
Quizas deberian buscar referencias antes de editar y actualizar mas la información que ofrece este articulo.,Perhaps you should search for references before further editing and updating the information that this article offers.,"('ad',)"
Recordar que es un juego en constante actualización y no dar datos caducos.,Remember that it is a game in constant updating and do not give expired data.,"('sd',)"
"Vilagarcia de Arousa es una ciudad de Galicia, no de Castilla-León.","Vilagarcia de Arousa is a city in Galicia, not in Castilla-León.","('sd',)"
Es cierto que se celebran los Maios.,It is true that the Maios are celebrated.,"('sv',)"
Lo que el artículo comentaba es que Villagarcía estaba dentro de Castilla.,What the article commented on is that Villagarcía was inside Castilla.,"('sd',)"
Este artículo está fatal redactado.,This article is horrible written.,"('sv',)"
"Es confuso, sus construcciones despistan y no parece un artículo enciclopédico; semaja más una historieta.","It is confusing, its constructions mislead and it does not seem like an encyclopedic article; It seems more like a cartoon.","('sv',)"
Sin embargo Manchester United Football Club no es Club de Fútbol Manchester Unida.,However Manchester United Football Club is not Manchester United Football Club.,"('sd',)"
"Creo que la posición que hay no es muy clara, al menos para mi.","I think that the position that exists is not very clear, at least for me.","('sd',)"
No hay una norma sobre todos los artículos al respecto.,There is no rule on all articles in this regard.,"('sd',)"
"(Respuesta en la discusión de Lourdes, pero creo que estará mejor aquí, perdón: ...Coincido, no sé qué ha pasado.","(Answer in the Lourdes discussion, but I think it will be better here, sorry: ...I agree, I don't know what happened.",()
Y no sé qué se puede hacer.,And I don't know what can be done.,"('sd',)"
"Contestacion (Anonimo): Dice El Hombre fue creado en perfecta comunion con Dios, pero se alejo de Dios por el pecado....= Dios no se puede alejar por simismo del pecado por que El no es pecador, por consiguiente fue el hombre quien se alejo de Dios por ser pecador.","Answer (Anonymous): It says Man was created in perfect communion with God, but he distanced himself from God because of sin....= God cannot distance himself from sin because He is not a sinner, therefore man was who turned away from God for being a sinner.",()
Aqui el unico pecador seria el hombre o la raza humana.,Here the only sinner would be man or the human race.,"('^q',)"
"No me voy a ir ni a otras Wikipedias, ni a tomar el viento fresco para complacer a los extremistas, spammers, xenofobos, etc.","I am not going to go to other Wikipedias, nor to take the fresh wind to please extremists, spammers, xenophobes, etc.","('h',)"
En cuanto a la propaganda: como ya dije la imposición del alfabeto cirílico se refiere a esta: (en ruso) resolución del Tribunal Constitucional de la Federación Rusa.,Regarding propaganda: as I already said the imposition of the Cyrillic alphabet refers to this: (in Russian) resolution of the Constitutional Court of the Russian Federation.,"('sd',)"
Desde luego está más claro así.,It's certainly clearer that way.,"('sv',)"
¿Cuántos enlaces hay hacia temas de familias heterosexuales?,How many links are there to issues of heterosexual families?,"('qw',)"
¿Cuántos apartados sobre la familia en Asia?,How many sections on the family in Asia?,"('qw',)"
"Hola David, claro faltaba más, puedes tutearme, yo ni pregunto.","Hi David, of course there was more to go, you can call me by the first name, I don't even ask.","('sd',)"
"Originalmente use preocupar en lugar de inquietud, luego decidí cambiarlo porque sonaba repetitivo, no hay problema.","Originally I used worry instead of worry, then I decided to change it because it sounded repetitive, no problem.","('sd',)"
¿Como ves así?,How do you see like this?,"('qo',)"
-Perfecto ....puesto que estaba preocupada acerca de su seguridad.,-Perfect....since I was worried about his safety.,()
"[1] [2] Sus temores demostraron estar justificados,...","[1] [2] Their fears proved justified,...",()
Esto ya se ha discutido varias veces y habría que ser obtuso para seguir reiterando que Bachelet no es médico.,This has already been discussed several times and one would have to be obtuse to continue reiterating that Bachelet is not a doctor.,"('sd',)"
"La Universidad de Chile lo deja en claro: Regresó al país en 1979, retomando sus estudios en la Universidad de Chile.","The University of Chile makes it clear: He returned to the country in 1979, resuming his studies at the University of Chile.","('sd',)"
Lo que trato de decir es que existieron sociedades cazadoras-recolectoras con jerarquías claras (las que te cité y algunas más).,What I'm trying to say is that there were hunter-gatherer societies with clear hierarchies (the ones I mentioned and some more).,"('sd',)"
"Surge un problema cuando la extrapolación etnológica-arqueológica solamente se hace con cierto modelo de cazadores-recolectores, los de bandas, por seguir un modelo discutido.","A problem arises when the ethnological-archaeological extrapolation is only done with a certain model of hunter-gatherers, those of bands, for following a disputed model.","('sv',)"
"Que las pruebas indican que las sociedades paleolíticas eran de bandas, ok.","That the evidence indicates that Paleolithic societies were gangs, ok.","('+',)"
Esta página de discusión debe ser usada exclusivamente para proponer y debatir sobre mejoras del artículo Grus japonensis.,This talk page should be used exclusively for proposing and discussing improvements to the Grus japonensis article.,"('sd',)"
No escribas reflexiones no enfocadas al desarrollo del artículo ya que Wikipedia no es un foro.,Do not write reflections not focused on the development of the article since Wikipedia is not a forum.,()
Hay una parte que necesita complementarse o reescribirse si se trata de un candidato a artículo bueno.,There is a part that needs to be supplemented or rewritten if it is a good article candidate.,"('sv',)"
Es sobre la Tasa media en España.,It is about the average rate in Spain.,"('sd',)"
"Un artículo bueno debe de ser completo, y por lo mismo, cabría preguntarse cual es la tasa media en Honduras, o Colombia, por decir algunos.","A good article must be complete, and for this reason, one might wonder what the average rate is in Honduras, or Colombia, to name a few.","('aa', 'sv')"
En lo referente al genticilio.,Regarding the genticile.,()
Dice Paulistano cuando el verdadero es Paulista.,Says Paulistano when the real one is Paulista.,"('sd',)"
"Se dice Paulistano al que nació en el estado de Sao Paulo, pero no en la ciudad de Sao Paulo, a este último se lo denomina Paulista.","Paulistano is said to be born in the state of Sao Paulo, but not in the city of Sao Paulo, the latter is called Paulista.","('sd',)"
La línea del tiempo tenía varias fechas erróneas y era muy incompleta.,The timeline had several wrong dates and was very incomplete.,"('sv',)"
"Por eso la borré, pretendo hacer una más apropiada.","That's why I deleted it, I intend to make a more appropriate one.","('sd',)"
"La sección pueblos que sobreviven estaba fuera de lugar, porque este es un artículo sobre el período prehispánico, no sobre los amerindios.","The surviving peoples section was out of place, because this is an article about the pre-Hispanic period, not about the Amerindians.","('sd',)"
El artículo sobre poesía debe tratar sobre la poesía en general.,The poetry article should be about poetry in general.,"('sd',)"
"Para enfoques más específicos es mejor contar con artículos de título más específico, como Poesía española, Mester de Juglaría o incluso Poesía española del Siglo de Oro.","For more specific approaches it is better to have articles with a more specific title, such as Spanish Poetry, Mester de Juglaría or even Spanish Poetry of the Golden Age.","('sv',)"
"En cuando a wikificar artículos, tú mismo puedes con un poco de entrenamiento.","As for wikifying articles, you can do it yourself with a little training.",()
La escala Richter tiene como mágnitud máxima 10.,The Richter scale has a maximum magnitude of 10.,"('sd',)"
En la version anterior a la que ahora mismo estoy leyendo ( 18: 32 UTM 17-ago-2007 ) venían expuestas 12 magnitudes.,In the version prior to the one I am reading right now ( 18:32 UTM 17-Aug-2007 ) 12 magnitudes were displayed.,"('sd',)"
"Hola, soy nuevo en esto de la edición (de hecho ésta es mi primera como usuario), solicito que quiten la barra al inicio que dice: Este artículo o sección necesita una revisión de ortografía y gramática., pues los supuestos errores ortográficos se deben a la gran cantidad de nombre y apellidos extranjeros presentes en este artículo.","Hello, I am new to editing (in fact this is my first as a user), I request that you remove the bar at the beginning that says: This article or section needs a spelling and grammar check, as the alleged spelling errors are due to to the large number of foreign names and surnames present in this article.","('sd',)"
Gracias por el aviso Vroman1995.,Thanks for the warning Vroman1995.,"('ft',)"
No creo que exista un concepto de muerte digna y muerte no digna.,I don't think there is a concept of dignified death and undignified death.,"('sv',)"
"Con esto no estoy defendiendo al suicidio (del cual estoy a favor porque es el mismo ser el que decide si seguir o no su vida, cosa privada de cada uno, y donde las religiones no tienen ingerencia).","With this I am not defending suicide (of which I am in favor because it is the same being who decides whether or not to continue his life, a private matter of each one, and where religions have no influence).","('sv',)"
"La muerte es simplemente la cesación de la vida, no hay moral en ello.","Death is simply the cessation of life, there is no moral in it.","('sv',)"
Eso se debe a que el limbo nunca ha sido eliminado por Benedicto XVI.,That is because the limbo has never been removed by Benedict XVI.,"('sv',)"
"El documento sobre el limbo al que supongo que hace referencia fue aprobado por la Comisión Teológica Internacional y no forma parte del Magisterio de la Iglesia, dado que dicha Comisión tiene un carácter de consulta.","The document on limbo to which I assume you are referring was approved by the International Theological Commission and is not part of the Magisterium of the Church, since said Commission has a consultative character.","('sd',)"
Entre la comunidad médica siempre existe la duda de denominar las siglas TAC en español.,Among the medical community there is always a doubt about calling the acronym TAC in Spanish.,"('sd',)"
La más castellana y probablemente correcta: Tomografía Axial Computadorizada.,The most Spanish and probably correct: Computerized Axial Tomography.,"('sd',)"
"Si... me parece bien penoso lo que a hecho, y sobre tu duda, yo creo que sobra, por que, de ningun programa/juego se dan links a un trailer, yo creo que lo mejor seria que se explicara que actualmente salio la demo del programa.","Yes... what he has done seems very painful to me, and regarding your doubt, I think there is plenty, because there are no links to a trailer for any program/game, I think the best thing would be to explain that it is currently out the demo of the program.","('sv',)"
"Así... viendo el historial, primero, KOPURISTA ¡nisiquiera puso el video!","So... looking at the history, first, KOPURISTA didn't even put the video!","('sd',)"
su unica modificación fue poner por KOPURISTA.,its only modification was to put by KOPURISTA.,"('sd',)"
"¿Se puede convencer a un solipsista de que no lo es, mediante hipnoptismo?","Can a solipsist be convinced that he is not, by hypnoptism?","('qy',)"
"Por lo leído, de forma dispersa, me parece que sí, aunque pueda no ser legal.","From what I have read, scattered, it seems to me so, although it may not be legal.","('sv',)"
"Por tanto, si se pide a un solipsista que imagine tal hipnotizador, se refutaría a sí mismo.","Therefore, if a solipsist is asked to imagine such a hypnotist, he would refute himself.","('sv',)"
Bill Clinton y Bill Gates son nombres que definitivamente los propios interesados aceptan.,Bill Clinton and Bill Gates are names that the interested parties themselves definitely accept.,"('sv',)"
"A juzgar por su biografía, dudo mucho (aunque en realidad no lo sé) que a Tatanka Iyotake le hiciera mucha gracia la denominación inglesa.","Judging by his biography, I highly doubt (although I really don't know) that Tatanka Iyotake was very amused by the English name.",()
"En Londres a mi amigo Nassrdin nadie le llama Religion's Triumph (Triunfo de la Religión, que es lo que quiere decir en árabe).","Nobody in London calls my friend Nasrdin a Religion Triumph (Triumph of Religion, which is what it means in Arabic).","('sd',)"
El asunto es muy simple.,The matter is very simple.,"('sd',)"
"Este es un artículo sobre feminismo en el que se citan diversos tipos, algunos de ellos todavía sin artículo propio: cultural, radical, ecofeminismo, anarcofeminismo, feminismo de la diferencia, marxista, separatista, filosófico, cristiano y crítico.","This is an article on feminism in which various types are cited, some of them still without their own article: cultural, radical, ecofeminism, anarchofeminism, difference feminism, Marxist, separatist, philosophical, Christian and critical.","('sd',)"
"En la wikipedia italiana ([]), explican MAGISTRALMENTE la diferencia entre guerrilla (que es una táctica) y terrorismo (que es una motivación).","On the Italian Wikipedia ([]), they MASTERFULLY explain the difference between guerrilla (which is a tactic) and terrorism (which is a motivation).","('sd',)"
"Hay que reconocer que los italianos (que han tenido tanto partisanos de todo pelaje como baldoleros de todo tipo, y terroristas de cualquier signo), tienen bastante finezza para explicar estas cosas.","It must be recognized that the Italians (who have had partisans of all stripes as well as bandits of all kinds, and terrorists of all stripes), have enough finesse to explain these things.","('sv',)"
entiendo tu frustración.,I understand your frustration.,"('ba', 'sd')"
"Es lógico tener que emplear un tiempo extra para aprender a editar, pero por suerte, podemos ayudarte y eso es lo que estoy intentando hacer.","It's logical to have to spend extra time learning how to edit, but luckily, we can help you and that's what I'm trying to do.","('sd',)"
"Es preferible invertirlo ahora al principio, sobre una cantidad pequeña de trabajo, que continuar editando y tener que revisar mayor carga de información.","It is preferable to invest it now at the beginning, on a small amount of work, than to continue editing and having to review a greater load of information.","('sv',)"
"ese dato es demencial, en España no hay 20 millones de hogares, no se si el dato se referirá a Europa... Es verdad, es un dato no fundado, creo que hay muchos, pero asiiiiiiii noooooo Probablemente es un error y se refiere a que hay en España 20 Mill de periquitos.","This data is insane, in Spain there are not 20 million households, I don't know if the data refers to Europe... It's true, it's an unfounded data, I think there are many, but soooooo nooooooo It's probably a mistake and it refers to Because there are 20 million parakeets in Spain.","('sv',)"
"Aunque tu no tengas ninguno, yo tengo unos 150 y crio unos 200. si verdad yo tengo en el patio de mi ksa 500 y crio unos 1000...!!","Even if you don't have any, I have about 150 and I raised about 200. Yes, I have 500 in my ksa's yard and I raised about 1000...!!","('sd',)"
!,!,"('x',)"
"Ya se confirmó hace meses que los juegos se llamarían Negro y Blanco, así que el artículo se debería cambiar de nombre, pues esta Wikipedia es española, no inglesa (todos los artículos de Pokémon tienen los nombres en inglés en vez de los españoles).","It was already confirmed months ago that the games would be called Black and White, so the article should be renamed, since this Wikipedia is Spanish, not English (all Pokémon articles have names in English instead of Spanish).","('sd',)"
"Haber, infórmate bien.","Haber, inform yourself well.",()
TOC__ Ante las dudas que han surgido sobre los derechos de copia.,TOC__ Given the doubts that have arisen about copy rights.,()
Este artículo no viola ningún derecho de copia.,This article does not violate any copyright.,"('sv',)"
"Después de que Madrid haya decidido presentarse como ciudad aspirante a los Juegos Olímpicos, Valencia y Sevilla no tienen sentido en el listado de Posibles candidatas.","After Madrid has decided to present itself as a candidate city for the Olympic Games, Valencia and Seville do not make sense in the list of Possible candidates.","('sv',)"
Asimismo Hamburgo no se presentará tras el fracaso de la candidatura de Munich 2018 y San Petersburgo teniendo tan cerca los Juegos Olímpicos de Sochi 2014 tampoco.,"Likewise, Hamburg will not appear after the failure of the Munich 2018 bid and St. Petersburg having the Sochi 2014 Olympic Games so close either.","('aa',)"
"Porfavor permitir el cambio, Falcao posee 7 goles en 26 partidos y no 28 .. pueden revisar esto en la pagina de wikipedia de la seleccion colombia de futbol ademas de que yo mismo he contado los partidos de radamel.","Please allow the change, Falcao has 7 goals in 26 games and not 28.","('^q',)"
"Uno no se puede fiar de lo que dice otro artículo de Wikipedia, ya que está enciclopedia no es una fuente primaria como para buscar ese tipo de datos.","One cannot trust what another Wikipedia article says, since this encyclopedia is not a primary source to search for that type of data.","('sv',)"
"Zbigniew Brzezinski (Varsovia, 28 de marzo de 1928) Politólogo estadounidense nacido en Polonia.","Zbigniew Brzezinski (Warsaw, March 28, 1928) Polish-born American political scientist.","('sd',)"
Considerado uno de los más prestigiosos analistas en política exterior americana del mundo y también muy prestigioso Illuminati.,Considered one of the most prestigious American foreign policy analysts in the world and also a very prestigious Illuminati.,"('sd',)"
Fue Consejero de Seguridad Nacional del Presidente Jimmy Carter (1977-1981).,He was National Security Advisor to President Jimmy Carter (1977-1981).,"('sd',)"
"En fin, aquí otro ejemplo.","Anyway, here's another example.","('oo',)"
"Como el artículo Fútbol trata exclusivamente del mismo en la variante Fútbol asociación, habría que hacer el traslado correspondiente y hacer que Fútbol (homonimia) se traslade a Fútbol.","As the Soccer article deals exclusively with the same in the Association Soccer variant, it would be necessary to make the corresponding transfer and make Soccer (homonymy) move to Soccer.","('sv',)"
Las làminas de esta prueba no son para ser mostradas o expuestas de esta manera.,The slides in this proof are not to be displayed or displayed in this manner.,"('sd',)"
Atentan en contra de la validez del test para alguien para quien debe o podría ser utilizado.,They undermine the validity of the test for someone for whom it should or could be used.,"('sv',)"
Me parece de suma importancia que sean eliminadas de la página por respeto al mismo test.,It seems to me of the utmost importance that they be removed from the page out of respect for the test itself.,"('sv',)"
Fandom · persona o fenómeno en particular.,Fandom · person or phenomenon in particular.,"('sd',)"
Un término equivalente en español es fanaticada.,An equivalent term in Spanish is fanaticada.,"('sd',)"
"[2]​ Entre las actividades más comunes del fandom están el cosplay, los · · · · 2 KB (167 palabras) - 15: 27 20 ene 2018 Unión Lara Sport Club (sección Fanaticada) · notablemente luego de los descensos de categoría en el 2008 y en el 2014.","[2]​ Among the most common fandom activities are cosplay, · · · · 2 KB (167 words) - 15: 27, 20 Jan 2018 Unión Lara Sport Club (Fan section) · notably after the downgrades in in 2008 and in 2014.","('sd',)"
Las leyes de Maxwell no pertenecen exactamente a la física sino a la teoría matemática de la electricidad.,Maxwell's laws do not exactly belong to physics but to the mathematical theory of electricity.,"('sd',)"
"Es más, es una teoría matemática incorrecta que nadie se ha molestado en corregir.","What's more, it's an incorrect mathematical theory that no one has bothered to correct.","('sv',)"
"Por ejemplo, la ley de Faraday, utiliza un flujo magnético por unidad de tiempo y cuando lo relaciona con el campo eléctrico, se olvida de utilizar el mismo operador.","For example, Faraday's law uses a magnetic flux per unit of time and when it relates it to the electric field, it forgets to use the same operator.","('sd',)"
"Empiezo hoy a desbyvificar a Willy Herschel con texto propio (sin recurrir a en: Wiki), para el WikiCon4.","Today I begin to debyvify Willy Herschel with my own text (without resorting to en: Wiki), for WikiCon4.","('sd',)"
A lo que yo iba es que el Espíritu Santo es un concepto que se deduce de una lectura cristiana de la Biblia.,What I was going to do is that the Holy Spirit is a concept that can be deduced from a Christian reading of the Bible.,"('sd',)"
"Creo que caben otras lecturas: por ejemplo, las referencias al espíritu de Dios que hay en el Libro del Génesis, seguramente serían muy diferentemente entendidas por un judío.","I think other readings are possible: for example, the references to the spirit of God in the Book of Genesis would surely be understood very differently by a Jew.","('sv',)"
"Bueno, acabo de freír una lucioperca de 80 cm, lo cual supera el supuesto máximo de 30 cm.","Well, I just fried an 80cm walleye, which is well over the supposed 30cm maximum.","('sd',)"
En mi país (Polonia) se come la lucioperca habitualmente.,In my country (Poland) pike perch is commonly eaten.,"('sd',)"
"Aquí está prohibido pescar luciopercas que midan menos de 45-50 cm (depende de la voivodía donde uno pesca), que se consideran demasiado jóvenes (aún no han tenido la oportunidad de reproducirse).","Here it is forbidden to catch zander that are less than 45-50 cm (depends on the voivodeship where one fishes), which are considered too young (they haven't had a chance to reproduce yet).","('sd',)"
"La RAE 'recomienda' (que no 'impone') el uso de 'púdin', y reconoce su adaptación de la denominación inglesa 'pudding'.","The RAE 'recommends' (not 'imposes') the use of 'pudding', and acknowledges its adaptation of the English name 'pudding'.","('sd',)"
"En el mundo culinario especializado en repostería se conoce de forma mayoritaria como 'pudding', hay referencias suficientes acerca de su uso en este dominio.","In the culinary world specialized in confectionery it is mostly known as 'pudding', there are enough references about its use in this domain.","('sd',)"
"Para empezar, tras leer tu primera opinión me dirigí a un bibliotecario con una propuesta para cambiar la situación al ver que no funciona, así que no merezco que me trates así.","To begin with, after reading your first opinion, I went to a librarian with a proposal to change the situation, seeing that it doesn't work, so I don't deserve to be treated like that.","('sd',)"
"Para seguir, sigues sin dar argumento, de modo que lo sepas o no sobre Babilonia no importa si nadie puede comprobarlo.","To go on, you still don't give an argument, so whether or not you know about Babylon doesn't matter if no one can prove it.","('sd',)"
"Además, ¿y qué que en 4 años no se añadiese nada?","Also, what if nothing was added in 4 years?","('qw',)"
"Este artículo no expone las diversas irregularidades producidas antes y después de las elecciones de 2006, tales como secuestro de publicaciones en papel independientes.","This article does not expose the various irregularities that occurred before and after the 2006 elections, such as the seizure of independent paper publications.","('sd',)"
El encarcelamiento preventivo de miembros de la oposición.,Preventive imprisonment of members of the opposition.,()
La manifestación en la plaza de Octubre que permaneció tres días hasta que sus participantes fueron detenidos.,The demonstration in the Plaza de Octubre that lasted three days until its participants were arrested.,"('sd',)"
"Copio de la Enciclopedia Libre: La partícula árabe Ibn, tradicionalmente se traduce a nuestro idioma por Ben, como en el caso de Osama Ben Laden (en árabe Usama Ibn Ladin).","Copy of the Free Encyclopedia: The Arabic particle Ibn, is traditionally translated into our language by Ben, as in the case of Osama Bin Laden (in Arabic Usama Ibn Ladin).","('sd',)"
Se prefiere esta forma a la que ha popularizado la televisión estadounidense (Osama Bin Laden).,This form is preferred to the one popularized by American television (Osama Bin Laden).,"('sv',)"
"Releyendo el asunto, si, la traduccion es en parte culpable.","Rereading the matter, yes, the translation is partly to blame.","('sv',)"
En castellano dice organos conexos para el ingles Related organizations.,In Spanish it says related organizations for English Related organizations.,"('sd',)"
"La redacción de la sección Cultura y Música me induce a pensar que se trata de opiniones del autor más que de información neutral, constrastada, documentada.","The wording of the Culture and Music section leads me to think that these are the author's opinions rather than neutral, proven, documented information.","('sv',)"
"Aunque se realizan afirmaciones de caracter general, no se cita ningún autor, académico o fuente que respalde dichas afirmaciones.","Although general statements are made, no author, scholar or source is cited to support these statements.","('sd',)"
EL castellano en el que está escrito este artículo es tan execrable que no se comprenden muchas de las frases.,The Castilian in which this article is written is so execrable that many of the sentences are not understood.,"('sv',)"
"Evidentemente es una traducción , pero tan mala, realizada por alguien que a todas luces no habla correctamente el español, que causa disgusto y risa.","Obviously it is a translation, but so bad, made by someone who clearly does not speak Spanish correctly, that it causes disgust and laughter.",()
"Por favor hagan una traducción nueva Efectivamente, todo lo que se dice arriba es cierto.","Please make a new translation Indeed, everything that is said above is true.",()
Hay una contradicción entre fuentes oficiales con respecto al lado que corresponde a cada escudo.,There is a contradiction between official sources regarding the side that corresponds to each shield.,"('sv',)"
"El portal de la Presidencia del Paraguay indica que el anverso de la bandera es el que contiene al escudo con el león, mientras que el reverso es el de la estrella con la palma y oliva.","The portal of the Presidency of Paraguay indicates that the obverse of the flag is the one that contains the shield with the lion, while the reverse is that of the star with the palm and olive.","('sd',)"
"Considero el articulo con un tono sesgado y poco preciso, se describen varias incidencias que no se pueden relacionar estrictamente con el movimiento gamergate y por tanto podrían ser atribuidas sin fundamento y ser falsas.","I consider the article with a biased and imprecise tone, it describes several incidents that cannot be strictly related to the gamergate movement and therefore could be attributed without foundation and be false.","('sv',)"
"Yo confío en Wikipedia como una enciclopedia libre, imparcial ideológica y políticamente y me gustaría que siguiera así.","I trust Wikipedia as a free encyclopedia, ideologically and politically impartial and I would like to keep it that way.","('sd',)"
"Nada remotamente parecido a lo que había sido intentado antes, y ninguna nación tenía la capacidad, ya sea logística o materialmente, de comparase con eso.","Nothing remotely like what had been attempted before, and no nation had the capacity, either logistically or materially, to compare to it.","('sv',)"
La oración no tiene sentido.,The sentence doesn't make sense.,"('sv',)"
"Pensé que todos conocíamos las convenciones de títulos, en particular, el punto que dice que los artículos deben tener el nombre más comúnmente usado.","I thought we all knew about title conventions, particularly the point that articles should have the most commonly used name.",()
"En ningún momento, menciona que deba ser el «más apropiado», un juicio de valor harto discutible, a diferencia de un hecho patente (el mayor o menor uso de tal o cual nombre).","At no time does he mention that it should be the ""most appropriate"", a highly debatable value judgment, as opposed to a patent fact (the greater or lesser use of this or that name).","('sd',)"
El Vaticano era una zona en las afueras de Roma que estaba fuera del recinto amurallado que componía la ciudad en sí (murallas aurelianas).,The Vatican was an area on the outskirts of Rome that was outside the walled enclosure that made up the city itself (Aurelian Walls).,"('sd',)"
"Se trataba de una frontera legal muy marcada en el caso romano (pomerium), aunque común en la ciudad medieval típica.","It was a very marked legal border in the Roman case (pomerium), although common in the typical medieval city.","('sd',)"
"Las relaciones de poder entre el papado, la ciudad en sí y la nobleza de la zona fueron complicadas.","The power relations between the papacy, the city itself and the nobility of the area were complicated.","('sv',)"
Me parece más adecuado utilizar la palabra levantamiento y no alzamiento.,It seems more appropriate to use the word uprising and not uprising.,"('sv',)"
Es la palabra que usan los historiadores.,It is the word used by historians.,"('sd',)"
No estoy de acuerdo con borrarla.,I don't agree with deleting it.,"('sd',)"
El idioma fines es distinto requiere una pagina.,The final language is different requires a page.,"('sd',)"
"Lo habla la mayoria de la poblacion de finlandia, junto con el Iioma sueco que lo habla aprox.","It is spoken by the majority of the Finnish population, together with the Swedish language which is spoken by approx.","('sd',)"
un 20% de los finlandeses (se llaman Sueco-finlandeses).,20% of Finns (they call themselves Swedish-Finns).,"('+',)"
"En todas las anteriores opniones no hay una que demuestre, con referencias, la justificación del uso de mescalina o mezcalina.","In all the previous opinions there is not one that demonstrates, with references, the justification for the use of mescaline or mescaline.","('sd',)"
La UIPAC regula nombres científicos de compuestos químicos y recomienda el uso de nombres comunes.,The IUPAC regulates scientific names of chemical compounds and recommends the use of common names.,"('sd',)"
"En México se han usado, desde miles de años antes que los europeos llegarán, plantas endémicas como el peyote.",Endemic plants such as peyote have been used in Mexico for thousands of years before the Europeans arrived.,"('sd',)"
"No me parece oportuno retirar su poema El remordimiento; entiendo que en unas pocas lineas, refleja de una forma muy certera su biografía.","It does not seem appropriate to withdraw his poem El remordimiento; I understand that in a few lines, it accurately reflects his biography.","('sv',)"
Es casi como una autobiografía en vida del autor.,It's almost like an autobiography of the author's life.,"('sd',)"
"Solicito más información fehaciente sobre este trastorno; Personal médico de psiquiatría, qué conocen y entienden la enfermedad pueden ayudar a hacer esta definición una ayuda a pacientes, familiares y entorno.","I request more reliable information about this disorder; Psychiatric medical personnel, who know and understand the disease, can help make this definition helpful to patients, family members, and the environment.","('sd', 'sv')"
"Antecedentes, evolución, tratamientos, su estado temprano, medio y tardío.","Background, evolution, treatments, its early, medium and late state.",()
Pido al usuario Matdrodes que explique por qué ha revertido mi edición.,I ask the user Matdrodes to explain why he has reverted my edit.,"('sd',)"
"Quiero saber en que se basa para hacerlo, pues no parece que mis enlaces incumplan normas de la Wikipedia.","I want to know what it is based on to do it, because it does not seem that my links violate Wikipedia rules.","('sd',)"
"Si me convence de que son inapropiados, no desharé su edición para dejar las cosas como estaban.","If you convince me they're inappropriate, I won't undo your edit to leave things as they were.","('^q',)"
